code,name,description,refreshed_at,from_date,to_date
CSOD,"Cornerstone OnDemand Inc. (CSOD) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Cornerstone OnDemand, Inc. (CSOD). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,3/17/2011,3/27/2018
CSRA,"CSRA Inc (CSRA) Prices, Dividends, Splits and Trading Volume",This dataset has no description.,3/27/2018 21:46,11/30/2015,3/27/2018
CSS,"CSS Industries Inc. (CSS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for CSS Industries, Inc. (CSS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,3/17/1992,3/27/2018
CST,"CST Brands Inc (CST) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for CST Brands, Inc. (CST). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",6/27/2017 21:50,4/17/2013,6/27/2017
CSU,"Capital Senior Living (CSU) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Capital Senior Living Corporation (CSU). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,10/31/1997,3/27/2018
CSV,"Carriage Services Inc. (CSV) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Carriage Services, Inc. (CSV). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,8/9/1996,3/27/2018
CSWC,"Capital Southwest Corp. (CSWC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Capital Southwest Corporation (CSWC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,3/27/1990,3/27/2018
CSX,"CSX Corp (CSX) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for CSX Corporation (CSX). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",3/27/2018 21:46,11/3/1980,3/27/2018
CTAS,"Cintas Corp. (CTAS) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Cintas Corporation (CTAS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",3/27/2018 21:46,3/26/1990,3/27/2018
CTB,"Cooper Tire & Rubber Co. (CTB) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Cooper Tire & Rubber Company (CTB). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,11/5/1987,3/27/2018
CTBI,"Community Trust Bancorp Inc. (CTBI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Community Trust Bancorp, Inc. (CTBI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:45,5/17/1993,3/27/2018
CTCT,"Constant Contact Inc. (CTCT) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Constant Contact, Inc. (CTCT). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",4/26/2017 15:35,10/12/2007,2/9/2016
CTG,"Computer Task Group Inc. (CTG) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Computer Task Group, Incorporated (CTG). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/2018 21:46,1/5/1988,3/27/2018
